"","Country_clean","Taxonomic_group","Etiology","Genus_name","Organism_n","Total_N","prop"
"442","West Africa","Bacteria","Actinomycetoma","Nocardia",2,46,0.0434782608695652
"443","West Africa","Bacteria","Actinomycetoma","Streptomyces",3,46,0.0652173913043478
"444","West Africa","Fungus","Eumycetoma","Acremonium",0,46,0
"445","West Africa","Fungus","Eumycetoma","Aspergillus",0,46,0
"446","West Africa","Fungus","Eumycetoma","Cladophialophora",0,46,0
"447","West Africa","Fungus","Eumycetoma","Cladosporium",0,46,0
"448","West Africa","Fungus","Eumycetoma","Exophiala",1,46,0.0217391304347826
"449","West Africa","Fungus","Eumycetoma","Falcifomispora",0,46,0
"450","West Africa","Fungus","Eumycetoma","Fusarium",0,46,0
"451","West Africa","Fungus","Eumycetoma","Madurella",12,46,0.260869565217391
"452","West Africa","Fungus","Eumycetoma","Medicopsis",0,46,0
"453","West Africa","Fungus","Eumycetoma","Microsporum",0,46,0
"454","West Africa","Fungus","Eumycetoma","Neoscytalidium",0,46,0
"455","West Africa","Fungus","Eumycetoma","Nigrograna",0,46,0
"456","West Africa","Fungus","Eumycetoma","Penicillium",0,46,0
"457","West Africa","Fungus","Eumycetoma","Phaeoacremonium",0,46,0
"458","West Africa","Fungus","Eumycetoma","Sarocladium",0,46,0
"459","West Africa","Fungus","Eumycetoma","Scedosporium",1,46,0.0217391304347826
"460","West Africa","Fungus","Eumycetoma","Trematosphaeria",0,46,0
"461","West Africa","Fungus","Eumycetoma","Trichophyton",1,46,0.0217391304347826
"462","West Africa","Fungus","Eumycetoma","Xenoacremonium",0,46,0
"463","Yemen","Bacteria","Actinomycetoma","Actinomadura",11,254,0.0433070866141732
"464","Yemen","Bacteria","Actinomycetoma","Nocardia",20,254,0.078740157480315
"465","Yemen","Bacteria","Actinomycetoma","Streptomyces",37,254,0.145669291338583
"466","Yemen","Fungus","Eumycetoma","Acremonium",0,254,0
"467","Yemen","Fungus","Eumycetoma","Aspergillus",0,254,0
"468","Yemen","Fungus","Eumycetoma","Cladophialophora",0,254,0
"469","Yemen","Fungus","Eumycetoma","Cladosporium",0,254,0
"470","Yemen","Fungus","Eumycetoma","Exophiala",0,254,0
"471","Yemen","Fungus","Eumycetoma","Falcifomispora",3,254,0.0118110236220472
"472","Yemen","Fungus","Eumycetoma","Fusarium",0,254,0
"473","Yemen","Fungus","Eumycetoma","Madurella",151,254,0.594488188976378
"474","Yemen","Fungus","Eumycetoma","Medicopsis",0,254,0
"475","Yemen","Fungus","Eumycetoma","Microsporum",0,254,0
"476","Yemen","Fungus","Eumycetoma","Neoscytalidium",0,254,0
"477","Yemen","Fungus","Eumycetoma","Nigrograna",0,254,0
"478","Yemen","Fungus","Eumycetoma","Penicillium",0,254,0
"479","Yemen","Fungus","Eumycetoma","Phaeoacremonium",0,254,0
"480","Yemen","Fungus","Eumycetoma","Sarocladium",0,254,0
"481","Yemen","Fungus","Eumycetoma","Scedosporium",0,254,0
"482","Yemen","Fungus","Eumycetoma","Trematosphaeria",0,254,0
"483","Yemen","Fungus","Eumycetoma","Trichophyton",0,254,0
"484","Yemen","Fungus","Eumycetoma","Xenoacremonium",0,254,0
