"","ID","Study_meta","Country_clean","Total_N","Genus_name","Species_name","Organism_n","Taxonomic_group","Etiology"
"840","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Unidentified_Eumycetoma","Eumycetoma_spp",NA,"Fungus","Eumycetoma"
"841","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Exophiala","Exophiala_spp",NA,"Fungus","Eumycetoma"
"842","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Exophiala","Exophiala_jeanselmei",NA,"Fungus","Eumycetoma"
"843","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Falcifomispora","Falcifomispora_senegaliensis",NA,"Fungus","Eumycetoma"
"844","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Fusarium","Fusarium_spp",NA,"Fungus","Eumycetoma"
"845","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Fusarium","Fusarium_oxysporuim",NA,"Fungus","Eumycetoma"
"846","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Fusarium","Fusarium_solani_species_complex",NA,"Fungus","Eumycetoma"
"847","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Fusarium","Fusarium_subglutinans",NA,"Fungus","Eumycetoma"
"848","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Macroventuria","Macroventuria_anomochaeta",NA,"Fungus","Eumycetoma"
"849","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Madurella","Madurella_spp",NA,"Fungus","Eumycetoma"
"850","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Madurella","Madurella_fahalii",NA,"Fungus","Eumycetoma"
"851","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Madurella","Madurella_mycetomatis",NA,"Fungus","Eumycetoma"
"852","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Medicopsis","Medicopsis_romeroi",NA,"Fungus","Eumycetoma"
"853","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Microsporum","Microsporum_canis",NA,"Fungus","Eumycetoma"
"854","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Microsporum","Microsporum_audouini",NA,"Fungus","Eumycetoma"
"855","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Penicillium","Penicillium_spp",NA,"Fungus","Eumycetoma"
"856","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Phaeoacremonium","Phaeoacremonium_parasiticum",NA,"Fungus","Eumycetoma"
"857","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Phomopsis","Phomopsis_longicola",NA,"Fungus","Eumycetoma"
"858","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Nigrograna","Nigrograna_mackinnonii",NA,"Fungus","Eumycetoma"
"859","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Sarocladium","Sarocladium_kiliense",NA,"Fungus","Eumycetoma"
"860","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Scedosporium","Scedosporium_spp",NA,"Fungus","Eumycetoma"
"861","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Scedosporium","Scedosporium_apiospermum",NA,"Fungus","Eumycetoma"
"862","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Scedosporium","Scedosporium_boydii",NA,"Fungus","Eumycetoma"
"863","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Subramaniula","Subramaniula_obscura",NA,"Fungus","Eumycetoma"
"864","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Subramaniula","Subramaniula_thielavioides",NA,"Fungus","Eumycetoma"
"865","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Trematosphaeria","Trematosphaeria_grisea",NA,"Fungus","Eumycetoma"
"866","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Neoscytalidium","Neoscytalidium_dimidiatum",NA,"Fungus","Eumycetoma"
"867","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Trichophyton","Trichophyton_mentagrophytes",NA,"Fungus","Eumycetoma"
"868","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Trichophyton","Trichophyton_soudanense",NA,"Fungus","Eumycetoma"
"869","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Xenoacremonium","Xenoacremonium_recifei",NA,"Fungus","Eumycetoma"
"870","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Unidentified","Unidentified",NA,"Unidentified","Unidentified"
"871","ID 136","Convit, Venezuela, 1959","Venezuela",37,"Not_reported","Not_reported",25,"Not_reported","Not_reported"
"872","ID 2893","Correa, Mexico, 2018","Mexico",174,"Actinomadura","Actinomadura_spp",NA,"Bacteria","Actinomycetoma"
"873","ID 2893","Correa, Mexico, 2018","Mexico",174,"Actinomadura","Actinomadura_pelletieri",NA,"Bacteria","Actinomycetoma"
"874","ID 2893","Correa, Mexico, 2018","Mexico",174,"Actinomadura","Actinomadura_bovis",NA,"Bacteria","Actinomycetoma"
"875","ID 2893","Correa, Mexico, 2018","Mexico",174,"Actinomadura","Actinomadura_madurae",NA,"Bacteria","Actinomycetoma"
"876","ID 2893","Correa, Mexico, 2018","Mexico",174,"Actinomadura","Actinomadura_israeli",NA,"Bacteria","Actinomycetoma"
"877","ID 2893","Correa, Mexico, 2018","Mexico",174,"Bacillus","Bacillus_cereus",NA,"Bacteria","Actinomycetoma"
"878","ID 2893","Correa, Mexico, 2018","Mexico",174,"Cellulosimicrobium","Cellulosimicrobium_cellulans",NA,"Bacteria","Actinomycetoma"
"879","ID 2893","Correa, Mexico, 2018","Mexico",174,"Corynebacterium","Corynebacterium_mucifaciens",NA,"Bacteria","Actinomycetoma"
"880","ID 2893","Correa, Mexico, 2018","Mexico",174,"Cutibacterium","Cutibacterium_acnes",NA,"Bacteria","Actinomycetoma"
"881","ID 2893","Correa, Mexico, 2018","Mexico",174,"Enterococcus","Enterococcus_malodoratus",NA,"Bacteria","Actinomycetoma"
"882","ID 2893","Correa, Mexico, 2018","Mexico",174,"Klebsiella","Klebsiella_oxytoca",NA,"Bacteria","Actinomycetoma"
"883","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nocardia","Nocardia_spp",95,"Bacteria","Actinomycetoma"
"884","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nocardia","Nocardia_asteroides",NA,"Bacteria","Actinomycetoma"
"885","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nocardia","Nocardia_brasiliensis",NA,"Bacteria","Actinomycetoma"
"886","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nocardia","Nocardia_harenae",NA,"Bacteria","Actinomycetoma"
"887","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nocardia","Nocardia_otitidiscaviarum",NA,"Bacteria","Actinomycetoma"
"888","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nocardia","Nocardia_takenensis",NA,"Bacteria","Actinomycetoma"
"889","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nocardia","Nocardia_transvalensis",NA,"Bacteria","Actinomycetoma"
"890","ID 2893","Correa, Mexico, 2018","Mexico",174,"Sphingomonas","Sphingomonas_echinoides",NA,"Bacteria","Actinomycetoma"
"891","ID 2893","Correa, Mexico, 2018","Mexico",174,"Staphylococcus","Staphylococcus_spp",NA,"Bacteria","Actinomycetoma"
"892","ID 2893","Correa, Mexico, 2018","Mexico",174,"Staphylococcus","Staphylococcus_aureus",NA,"Bacteria","Actinomycetoma"
"893","ID 2893","Correa, Mexico, 2018","Mexico",174,"Staphylococcus","Staphylococcus_epidermidis",NA,"Bacteria","Actinomycetoma"
"894","ID 2893","Correa, Mexico, 2018","Mexico",174,"Staphylococcus","Staphylococcus_simulans",NA,"Bacteria","Actinomycetoma"
"895","ID 2893","Correa, Mexico, 2018","Mexico",174,"Streptomyces","Streptomyces_spp",NA,"Bacteria","Actinomycetoma"
"896","ID 2893","Correa, Mexico, 2018","Mexico",174,"Streptomyces","Streptomyces_somaliensis",NA,"Bacteria","Actinomycetoma"
"897","ID 2893","Correa, Mexico, 2018","Mexico",174,"Unidentified_Actinomycetoma","Actinomycetoma_spp",NA,"Bacteria","Actinomycetoma"
"898","ID 2893","Correa, Mexico, 2018","Mexico",174,"Acremonium","Acremonium_spp",NA,"Fungus","Eumycetoma"
"899","ID 2893","Correa, Mexico, 2018","Mexico",174,"Aspergillus","Aspergillus_spp",NA,"Fungus","Eumycetoma"
"900","ID 2893","Correa, Mexico, 2018","Mexico",174,"Aspergillus","Aspergillus_flavus",NA,"Fungus","Eumycetoma"
"901","ID 2893","Correa, Mexico, 2018","Mexico",174,"Aspergillus","Aspergillus_fumigatus",NA,"Fungus","Eumycetoma"
"902","ID 2893","Correa, Mexico, 2018","Mexico",174,"Aspergillus","Aspergillus_nidulans",NA,"Fungus","Eumycetoma"
"903","ID 2893","Correa, Mexico, 2018","Mexico",174,"Aspergillus","Aspergillus_niger",NA,"Fungus","Eumycetoma"
"904","ID 2893","Correa, Mexico, 2018","Mexico",174,"Cladophialophora","Cladophialophora_bantiana",NA,"Fungus","Eumycetoma"
"905","ID 2893","Correa, Mexico, 2018","Mexico",174,"Cladophialophora","Cladophialophora_mycetomatis",NA,"Fungus","Eumycetoma"
"906","ID 2893","Correa, Mexico, 2018","Mexico",174,"Cladosporium","Cladosporium_ramotenellum",NA,"Fungus","Eumycetoma"
"907","ID 2893","Correa, Mexico, 2018","Mexico",174,"Unidentified_Eumycetoma","Eumycetoma_spp",NA,"Fungus","Eumycetoma"
"908","ID 2893","Correa, Mexico, 2018","Mexico",174,"Exophiala","Exophiala_spp",NA,"Fungus","Eumycetoma"
"909","ID 2893","Correa, Mexico, 2018","Mexico",174,"Exophiala","Exophiala_jeanselmei",NA,"Fungus","Eumycetoma"
"910","ID 2893","Correa, Mexico, 2018","Mexico",174,"Falcifomispora","Falcifomispora_senegaliensis",NA,"Fungus","Eumycetoma"
"911","ID 2893","Correa, Mexico, 2018","Mexico",174,"Fusarium","Fusarium_spp",NA,"Fungus","Eumycetoma"
"912","ID 2893","Correa, Mexico, 2018","Mexico",174,"Fusarium","Fusarium_oxysporuim",NA,"Fungus","Eumycetoma"
"913","ID 2893","Correa, Mexico, 2018","Mexico",174,"Fusarium","Fusarium_solani_species_complex",NA,"Fungus","Eumycetoma"
"914","ID 2893","Correa, Mexico, 2018","Mexico",174,"Fusarium","Fusarium_subglutinans",NA,"Fungus","Eumycetoma"
"915","ID 2893","Correa, Mexico, 2018","Mexico",174,"Macroventuria","Macroventuria_anomochaeta",NA,"Fungus","Eumycetoma"
"916","ID 2893","Correa, Mexico, 2018","Mexico",174,"Madurella","Madurella_spp",NA,"Fungus","Eumycetoma"
"917","ID 2893","Correa, Mexico, 2018","Mexico",174,"Madurella","Madurella_fahalii",NA,"Fungus","Eumycetoma"
"918","ID 2893","Correa, Mexico, 2018","Mexico",174,"Madurella","Madurella_mycetomatis",NA,"Fungus","Eumycetoma"
"919","ID 2893","Correa, Mexico, 2018","Mexico",174,"Medicopsis","Medicopsis_romeroi",NA,"Fungus","Eumycetoma"
"920","ID 2893","Correa, Mexico, 2018","Mexico",174,"Microsporum","Microsporum_canis",NA,"Fungus","Eumycetoma"
"921","ID 2893","Correa, Mexico, 2018","Mexico",174,"Microsporum","Microsporum_audouini",NA,"Fungus","Eumycetoma"
"922","ID 2893","Correa, Mexico, 2018","Mexico",174,"Penicillium","Penicillium_spp",NA,"Fungus","Eumycetoma"
"923","ID 2893","Correa, Mexico, 2018","Mexico",174,"Phaeoacremonium","Phaeoacremonium_parasiticum",NA,"Fungus","Eumycetoma"
"924","ID 2893","Correa, Mexico, 2018","Mexico",174,"Phomopsis","Phomopsis_longicola",NA,"Fungus","Eumycetoma"
"925","ID 2893","Correa, Mexico, 2018","Mexico",174,"Nigrograna","Nigrograna_mackinnonii",NA,"Fungus","Eumycetoma"
"926","ID 2893","Correa, Mexico, 2018","Mexico",174,"Sarocladium","Sarocladium_kiliense",NA,"Fungus","Eumycetoma"
"927","ID 2893","Correa, Mexico, 2018","Mexico",174,"Scedosporium","Scedosporium_spp",NA,"Fungus","Eumycetoma"
"928","ID 2893","Correa, Mexico, 2018","Mexico",174,"Scedosporium","Scedosporium_apiospermum",NA,"Fungus","Eumycetoma"
"929","ID 2893","Correa, Mexico, 2018","Mexico",174,"Scedosporium","Scedosporium_boydii",NA,"Fungus","Eumycetoma"
"930","ID 2893","Correa, Mexico, 2018","Mexico",174,"Subramaniula","Subramaniula_obscura",NA,"Fungus","Eumycetoma"
"931","ID 2893","Correa, Mexico, 2018","Mexico",174,"Subramaniula","Subramaniula_thielavioides",NA,"Fungus","Eumycetoma"
"932","ID 2893","Correa, Mexico, 2018","Mexico",174,"Trematosphaeria","Trematosphaeria_grisea",NA,"Fungus","Eumycetoma"
"933","ID 2893","Correa, Mexico, 2018","Mexico",174,"Neoscytalidium","Neoscytalidium_dimidiatum",NA,"Fungus","Eumycetoma"
"934","ID 2893","Correa, Mexico, 2018","Mexico",174,"Trichophyton","Trichophyton_mentagrophytes",NA,"Fungus","Eumycetoma"
"935","ID 2893","Correa, Mexico, 2018","Mexico",174,"Trichophyton","Trichophyton_soudanense",NA,"Fungus","Eumycetoma"
"936","ID 2893","Correa, Mexico, 2018","Mexico",174,"Xenoacremonium","Xenoacremonium_recifei",NA,"Fungus","Eumycetoma"
"937","ID 2893","Correa, Mexico, 2018","Mexico",174,"Unidentified","Unidentified",NA,"Unidentified","Unidentified"
"938","ID 2893","Correa, Mexico, 2018","Mexico",174,"Not_reported","Not_reported",79,"Not_reported","Not_reported"
"939","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Actinomadura","Actinomadura_spp",NA,"Bacteria","Actinomycetoma"
"940","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Actinomadura","Actinomadura_pelletieri",NA,"Bacteria","Actinomycetoma"
"941","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Actinomadura","Actinomadura_bovis",NA,"Bacteria","Actinomycetoma"
"942","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Actinomadura","Actinomadura_madurae",NA,"Bacteria","Actinomycetoma"
"943","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Actinomadura","Actinomadura_israeli",NA,"Bacteria","Actinomycetoma"
"944","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Bacillus","Bacillus_cereus",NA,"Bacteria","Actinomycetoma"
"945","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Cellulosimicrobium","Cellulosimicrobium_cellulans",NA,"Bacteria","Actinomycetoma"
"946","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Corynebacterium","Corynebacterium_mucifaciens",NA,"Bacteria","Actinomycetoma"
"947","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Cutibacterium","Cutibacterium_acnes",NA,"Bacteria","Actinomycetoma"
"948","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Enterococcus","Enterococcus_malodoratus",NA,"Bacteria","Actinomycetoma"
"949","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Klebsiella","Klebsiella_oxytoca",NA,"Bacteria","Actinomycetoma"
"950","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nocardia","Nocardia_spp",NA,"Bacteria","Actinomycetoma"
"951","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nocardia","Nocardia_asteroides",NA,"Bacteria","Actinomycetoma"
"952","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nocardia","Nocardia_brasiliensis",NA,"Bacteria","Actinomycetoma"
"953","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nocardia","Nocardia_harenae",NA,"Bacteria","Actinomycetoma"
"954","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nocardia","Nocardia_otitidiscaviarum",NA,"Bacteria","Actinomycetoma"
"955","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nocardia","Nocardia_takenensis",NA,"Bacteria","Actinomycetoma"
"956","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nocardia","Nocardia_transvalensis",NA,"Bacteria","Actinomycetoma"
"957","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Sphingomonas","Sphingomonas_echinoides",NA,"Bacteria","Actinomycetoma"
"958","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Staphylococcus","Staphylococcus_spp",NA,"Bacteria","Actinomycetoma"
"959","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Staphylococcus","Staphylococcus_aureus",NA,"Bacteria","Actinomycetoma"
"960","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Staphylococcus","Staphylococcus_epidermidis",NA,"Bacteria","Actinomycetoma"
"961","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Staphylococcus","Staphylococcus_simulans",NA,"Bacteria","Actinomycetoma"
"962","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Streptomyces","Streptomyces_spp",NA,"Bacteria","Actinomycetoma"
"963","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Streptomyces","Streptomyces_somaliensis",NA,"Bacteria","Actinomycetoma"
"964","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Unidentified_Actinomycetoma","Actinomycetoma_spp",13,"Bacteria","Actinomycetoma"
"965","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Acremonium","Acremonium_spp",NA,"Fungus","Eumycetoma"
"966","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Aspergillus","Aspergillus_spp",NA,"Fungus","Eumycetoma"
"967","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Aspergillus","Aspergillus_flavus",NA,"Fungus","Eumycetoma"
"968","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Aspergillus","Aspergillus_fumigatus",NA,"Fungus","Eumycetoma"
"969","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Aspergillus","Aspergillus_nidulans",NA,"Fungus","Eumycetoma"
"970","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Aspergillus","Aspergillus_niger",NA,"Fungus","Eumycetoma"
"971","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Cladophialophora","Cladophialophora_bantiana",NA,"Fungus","Eumycetoma"
"972","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Cladophialophora","Cladophialophora_mycetomatis",NA,"Fungus","Eumycetoma"
"973","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Cladosporium","Cladosporium_ramotenellum",NA,"Fungus","Eumycetoma"
"974","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Unidentified_Eumycetoma","Eumycetoma_spp",7,"Fungus","Eumycetoma"
"975","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Exophiala","Exophiala_spp",NA,"Fungus","Eumycetoma"
"976","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Exophiala","Exophiala_jeanselmei",NA,"Fungus","Eumycetoma"
"977","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Falcifomispora","Falcifomispora_senegaliensis",NA,"Fungus","Eumycetoma"
"978","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Fusarium","Fusarium_spp",NA,"Fungus","Eumycetoma"
"979","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Fusarium","Fusarium_oxysporuim",NA,"Fungus","Eumycetoma"
"980","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Fusarium","Fusarium_solani_species_complex",NA,"Fungus","Eumycetoma"
"981","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Fusarium","Fusarium_subglutinans",NA,"Fungus","Eumycetoma"
"982","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Macroventuria","Macroventuria_anomochaeta",NA,"Fungus","Eumycetoma"
"983","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Madurella","Madurella_spp",NA,"Fungus","Eumycetoma"
"984","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Madurella","Madurella_fahalii",NA,"Fungus","Eumycetoma"
"985","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Madurella","Madurella_mycetomatis",NA,"Fungus","Eumycetoma"
"986","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Medicopsis","Medicopsis_romeroi",NA,"Fungus","Eumycetoma"
"987","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Microsporum","Microsporum_canis",NA,"Fungus","Eumycetoma"
"988","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Microsporum","Microsporum_audouini",NA,"Fungus","Eumycetoma"
"989","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Penicillium","Penicillium_spp",NA,"Fungus","Eumycetoma"
"990","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Phaeoacremonium","Phaeoacremonium_parasiticum",NA,"Fungus","Eumycetoma"
"991","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Phomopsis","Phomopsis_longicola",NA,"Fungus","Eumycetoma"
"992","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Nigrograna","Nigrograna_mackinnonii",NA,"Fungus","Eumycetoma"
"993","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Sarocladium","Sarocladium_kiliense",NA,"Fungus","Eumycetoma"
"994","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Scedosporium","Scedosporium_spp",NA,"Fungus","Eumycetoma"
"995","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Scedosporium","Scedosporium_apiospermum",NA,"Fungus","Eumycetoma"
"996","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Scedosporium","Scedosporium_boydii",NA,"Fungus","Eumycetoma"
"997","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Subramaniula","Subramaniula_obscura",NA,"Fungus","Eumycetoma"
"998","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Subramaniula","Subramaniula_thielavioides",NA,"Fungus","Eumycetoma"
"999","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Trematosphaeria","Trematosphaeria_grisea",NA,"Fungus","Eumycetoma"
"1000","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Neoscytalidium","Neoscytalidium_dimidiatum",NA,"Fungus","Eumycetoma"
"1001","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Trichophyton","Trichophyton_mentagrophytes",NA,"Fungus","Eumycetoma"
"1002","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Trichophyton","Trichophyton_soudanense",NA,"Fungus","Eumycetoma"
"1003","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Xenoacremonium","Xenoacremonium_recifei",NA,"Fungus","Eumycetoma"
"1004","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Unidentified","Unidentified",NA,"Unidentified","Unidentified"
"1005","ID 5797","Czechowski, United Arab Emirates, 2001","United Arab Emirates",20,"Not_reported","Not_reported",NA,"Not_reported","Not_reported"
"1006","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Actinomadura","Actinomadura_spp",NA,"Bacteria","Actinomycetoma"
"1007","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Actinomadura","Actinomadura_pelletieri",NA,"Bacteria","Actinomycetoma"
"1008","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Actinomadura","Actinomadura_bovis",NA,"Bacteria","Actinomycetoma"
"1009","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Actinomadura","Actinomadura_madurae",1,"Bacteria","Actinomycetoma"
"1010","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Actinomadura","Actinomadura_israeli",NA,"Bacteria","Actinomycetoma"
"1011","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Bacillus","Bacillus_cereus",NA,"Bacteria","Actinomycetoma"
"1012","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Cellulosimicrobium","Cellulosimicrobium_cellulans",NA,"Bacteria","Actinomycetoma"
"1013","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Corynebacterium","Corynebacterium_mucifaciens",NA,"Bacteria","Actinomycetoma"
"1014","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Cutibacterium","Cutibacterium_acnes",NA,"Bacteria","Actinomycetoma"
"1015","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Enterococcus","Enterococcus_malodoratus",NA,"Bacteria","Actinomycetoma"
"1016","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Klebsiella","Klebsiella_oxytoca",NA,"Bacteria","Actinomycetoma"
"1017","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Nocardia","Nocardia_spp",NA,"Bacteria","Actinomycetoma"
"1018","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Nocardia","Nocardia_asteroides",NA,"Bacteria","Actinomycetoma"
"1019","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Nocardia","Nocardia_brasiliensis",NA,"Bacteria","Actinomycetoma"
"1020","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Nocardia","Nocardia_harenae",NA,"Bacteria","Actinomycetoma"
"1021","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Nocardia","Nocardia_otitidiscaviarum",NA,"Bacteria","Actinomycetoma"
"1022","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Nocardia","Nocardia_takenensis",NA,"Bacteria","Actinomycetoma"
"1023","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Nocardia","Nocardia_transvalensis",NA,"Bacteria","Actinomycetoma"
"1024","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Sphingomonas","Sphingomonas_echinoides",NA,"Bacteria","Actinomycetoma"
"1025","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Staphylococcus","Staphylococcus_spp",NA,"Bacteria","Actinomycetoma"
"1026","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Staphylococcus","Staphylococcus_aureus",NA,"Bacteria","Actinomycetoma"
"1027","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Staphylococcus","Staphylococcus_epidermidis",NA,"Bacteria","Actinomycetoma"
"1028","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Staphylococcus","Staphylococcus_simulans",NA,"Bacteria","Actinomycetoma"
"1029","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Streptomyces","Streptomyces_spp",NA,"Bacteria","Actinomycetoma"
"1030","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Streptomyces","Streptomyces_somaliensis",1,"Bacteria","Actinomycetoma"
"1031","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Unidentified_Actinomycetoma","Actinomycetoma_spp",NA,"Bacteria","Actinomycetoma"
"1032","ID 3927","Daoud, Tunisia, 2005","Tunisia",13,"Acremonium","Acremonium_spp",NA,"Fungus","Eumycetoma"
